1,factor_001,股权结构,低频-采矿,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。各档位释义如下：{1-企业性质为中央企业、国家级国有企业，2-企业性质为省级地方国有企业且实际控制人持股比例大于等于50%，3-企业性质为省级地方国有企业且实际控制人持股比例小于50%，企业性质为市级地方国有企业，企业性质为无实际控制人(股东背景为市级及以上国资背景)，4-企业性质为其他国有企业、民营企业、集体企业、其他，或企业性质为无实际控制人(股东背景为市级以下国资或非国资)，5-数据缺失},,
2,factor_006,融资成本,低频-采矿,融资成本,财务,融资能力,2*（EBITDA/EBITDA利息保障倍数）/（本期期末有息债务+上期期末有息债务),企业债务成本越高，一方面企业承担的还息压力越大，企业面临的财务风险越高，另一方面，融资成本越高，反映了市场对企业信用资质的评价越低。 各档位释义如下：{1-[0%， 4%)，2-[4%， 4.5%)，3-[4.5%，5.5%)，4-[5.5%， +)，5-数据缺失},,
3,factor_012,受限货币资金占比,低频-采矿,受限货币资金占比,经营,营运能力,受限货币资金/货币资金,受限货币资金占比越高，企业能使用的资金额度越小，企业的付现能力越差。 各档位释义如下：{1-[0%， 3%)，2-[3%， 10%)，3-[10%， 20%)，4-[20%， 100%]，5-数据缺失},,
4,factor_058,产量,低频-采矿,产量,经营,营运能力,年产量,衡量企业生产规模的重要指标，同等条件下，规模大的企业通常能取得一定的规模效益。 各档位释义如下：{1-产量非常高：煤炭:[10000，+)万吨；黑色金属:[5000，+)万吨；黄金:[10，+)吨；石油:[5000，+)万吨；其他:产量非常高，2-产量较高：煤炭:[2000，10000)万吨；黑色金属:[1000，5000)万吨；黄金:[1，10)吨；石油:[500，5000)万吨；其他:产量较高，3-产量一般：煤炭:[500，2000)万吨；黑色金属:[100，1000)万吨；黄金:[0.1，1)吨；石油:[100，500)万吨；其他:产量一般，4-产量较低：煤炭:[0，500)万吨；黑色金属:[0，100)万吨；黄金:[0，0.1)吨；石油:[0，100)万吨；其他:产量较低，5-数据缺失},,
5,factor_582,利润波动情况,低频-采矿,利润波动情况,财务,盈利能力,营业利润波动情况、利润总额波动情况、净利润波动情况,从营业利润、利润总额和净利润三个维度考察发行人近三年的利润波动情况，利润多年为正，风险越小。各档位释义如下：{1-利润连续两年及以上为正，2-利润连续一年为正或为负，3-利润连续两年为负，4-利润连续三年为负，5-数据缺失},,
6,Leverage14,EBITDA利息保障倍数,低频-采矿,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
7,Operation12,资产总额周转率,低频-采矿,资产总额周转率,财务,营运能力,营业收入*2/(期初资产总计+资产总计),资产总额周转率综合反映了企业整体资产的营运能力，该指标越大，说明总资产周转越快，反映出销售能力越强。,数值,%
8,Size2,所有者权益,低频-采矿,所有者权益,财务,规模水平,股东权益合计,所有者权益，值越大，抗风险能力越强,元,亿元
9,Structure2,有息债务/(有息债务+所有者权益),低频-采矿,有息债务/(有息债务+所有者权益),财务,资本结构,有息债务/(有息债务+所有者权益),比值越大说明财务杠杆风险越大,数值,%
10,factor_001,股权结构,低频-原材料制造,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-企业性质为中央企业、国家级国有企业，2-企业性质为省级地方国有企业、市级地方国有企业，3-企业性质为其他国有企业，企业性质为无实际控制人(股东背景为国资背景)，企业性质为民营企业且实际控制人持股比例大于等于50%，4-企业性质为集体企业、其他，企业性质为民营企业且实际控制人持股比例小于50%，或企业性质为无实际控制人(股东背景为非国资)，5-数据缺失},,
11,factor_003,长期信用借款占比,低频-原材料制造,长期信用借款占比,经营,资本结构,长期信用借款（亿元）/长期借款（亿元）,长期信用借款占比越高说明银行对企业的信用资质的信心越高，企业的信用风险越低。,数值,%
12,factor_012,受限货币资金占比,低频-原材料制造,受限货币资金占比,经营,营运能力,受限货币资金/货币资金,受限货币资金占比越高，企业能使用的资金额度越小，企业的付现能力越差。 各档位释义如下：{1-[0%，5%)，2-[5%，20%)，3-[20%，50%)，4-[50%，100%]，5-数据缺失},,
13,factor_071,市场地位,低频-原材料制造,市场地位,经营,竞争实力,企业在行业中的市场地位,市场地位越高，企业竞争实力越强，企业抵抗市场风险的能力越强。各档位释义如下：{1-市场地位很高，2-市场地位一般，3-市场地位较低，4-无描述或者市场地位特别低，5-数据缺失},,
14,factor_582,利润波动情况,低频-原材料制造,利润波动情况,财务,盈利能力,营业利润波动情况、利润总额波动情况、净利润波动情况,从营业利润、利润总额和净利润三个维度考察发行人近三年的利润波动情况，利润多年为正，风险越小。各档位释义如下：{1-利润连续两年及以上为正，2-利润连续一年为正或为负，3-利润连续两年为负，4-利润连续三年为负，5-数据缺失},,
15,Leverage14,EBITDA利息保障倍数,低频-原材料制造,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
16,Leverage18,有息债务/EBITDA,低频-原材料制造,有息债务/EBITDA,财务,偿债能力,有息债务/EBITDA,有息债务/EBITDA,数值,%
17,Operation3,存货周转率,低频-原材料制造,存货周转率,财务,营运能力,减:营业成本*2/(期初存货+存货),存货周转率反映用来衡量企业生产经营各环节中存货运营效率，该指标越高，表明企业存货资产变现能力越强，存货及占用在存货上的资金周转速度越快,数值,%
18,Profitability3,净资产收益率,低频-原材料制造,净资产收益率,财务,盈利能力,净利润*2/(期初股东权益合计+股东权益合计),净资产收益率是指净利润与净资产的比率，它反映每1元净资产创造的净利润，值越大，盈利能力越强,数值,%
19,Size2,所有者权益,低频-原材料制造,所有者权益,财务,规模水平,股东权益合计,所有者权益，值越大，抗风险能力越强,元,亿元
20,factor_071,市场地位,低频-化工,市场地位,经营,竞争实力,企业在行业中的市场地位,市场地位越高，企业竞争实力越强，企业抵抗市场风险的能力越强。各档位释义如下：{1-市场地位很高，2-市场地位一般，3-市场地位较低，4-无描述或者市场地位特别低，5-数据缺失},,
21,factor_003,长期信用借款占比,低频-化工,长期信用借款占比,经营,资本结构,长期信用借款（亿元）/长期借款（亿元）,长期信用借款占比越高说明银行对企业的信用资质的信心越高，企业的信用风险越低。,数值,%
22,factor_001,股权结构,低频-化工,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-企业性质为中央企业、国家级国有企业，2-企业性质为省级地方国有企业、市级地方国有企业，3-企业性质为其他国有企业，企业性质为无实际控制人(股东背景为国资背景)，企业性质为民营企业且实际控制人持股比例大于等于50%，4-企业性质为集体企业、其他，企业性质为民营企业且实际控制人持股比例小于50%，或企业性质为无实际控制人(股东背景为非国资)，5-数据缺失},,
23,factor_067,客户集中度,低频-化工,客户集中度,经营,营运能力,客户集中度,如果企业客户集中度很高，那么单一客户的流失将会给企业销售造成很大压力。各档位释义如下：{1-[0%，10%)，2-[10%，18%），3-[18%，28%），4-[28%，+)，5-数据缺失},,
24,factor_006,融资成本,低频-化工,融资成本,财务,融资能力,2*（EBITDA/EBITDA利息保障倍数）/（本期期末有息债务（亿元）+上期期末有息债务（亿元）),企业债务成本越高，一方面企业承担的还息压力越大，企业面临的财务风险越高，另一方面，融资成本越高，反映了市场对企业信用资质的评价越低。 各档位释义如下：{1-[0%，4%），2-[4%，4.6%），3-[4.6%，5.3%），4-[5.3%，+)，5-数据缺失},,
25,factor_009,应收账款坏账准备率,低频-化工,应收账款坏账准备率,经营,营运能力,应收账款坏账准备合计(亿元)/应收账款账面余额（亿元）,坏账准备金率反映企业应收账款的整体坏账程度。 各档位释义如下：{1-[0%，4%)，2-[4%，7%)，3-[7%，11%)，4-[11%，100%]，5-数据缺失},,
26,factor_012,受限货币资金占比,低频-化工,受限货币资金占比,经营,营运能力,受限货币资金（亿元）/货币资金（亿元）,受限货币资金占比越高，企业能使用的资金额度越小，企业的付现能力越差。 各档位释义如下：{1-[0%，6%），2-[6%，18%），3-[18%，35%），4-[35%，100%]，5-数据缺失},,
27,factor_582,利润波动情况,低频-化工,利润波动情况,财务,盈利能力,营业利润波动情况、利润总额波动情况、净利润波动情况,从营业利润、利润总额和净利润三个维度考察发行人近三年的利润波动情况，利润多年为正，风险越小。各档位释义如下：{1-利润连续两年及以上为正，2-利润连续一年为正或为负，3-利润连续两年为负，4-利润连续三年为负，5-数据缺失},,
28,Leverage13,EBIT利息保障倍数,低频-化工,EBIT利息保障倍数,财务,偿债能力,EBIT/财务费用,利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强。,倍,倍
29,Operation1,营业周期,低频-化工,营业周期,财务,营运能力,360*(期初存货+存货)/减:营业成本/2+360*(期初应收账款+应收账款)/营业收入/2,360*(期初存货+存货)/减:营业成本/2+360*(期初应收账款+应收账款)/营业收入/2,天,天
30,Size2,所有者权益,低频-化工,所有者权益,财务,规模水平,股东权益合计,所有者权益，值越大，抗风险能力越强,元,亿元
31,Structure19,短期有息债务/有息债务,低频-化工,短期有息债务/有息债务,财务,资本结构,短期有息债务/有息债务,短期有息债务/有息债务,数值,%
32,factor_001,股权结构,低频-公用事业,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-企业性质为中央企业、国家级国有企业且持股比例大于等于50%，2-企业性质为国家级国有企业且持股比例小于50%、省级地方国有企业，3-企业性质为市级地方国有企业且实际控制人持股比例大于等于20%、无实际控制人且股东背景为市级及以上国资委，4-其他，5-数据缺失},,
33,factor_079,服务能力,低频-公用事业,服务能力,经营,营运能力,企业主要项目服务能力，电力考虑装机容量，水务考虑日供水能力和日污水处理能力，燃气考虑售气量,服务能力代表企业资产实现经济效益的能力。各档位释义如下：{1-服务能力优秀，2-服务能力良好，3-服务能力一般，4-服务能力较差，5-数据缺失},,
34,factor_003,长期信用借款占比,低频-公用事业,长期信用借款占比,经营,资本结构,长期信用借款（亿元）/长期借款（亿元）,长期信用借款占比越高说明银行对企业的信用资质的信心越高，企业的信用风险越低。,数值,%
35,factor_012,受限货币资金占比,低频-公用事业,受限货币资金占比,经营,营运能力,受限货币资金（亿元）/货币资金（亿元）,受限货币资金占比越高，企业能使用的资金额度越小，企业的付现能力越差。 各档位释义如下：{1-[0，0.001)，2-[0.001，0.02)，3-[0.02，0.1)，4-[0.1，1]，5-数据缺失},,
36,Leverage9,经营活动产生的现金流量净额/短期有息债务,低频-公用事业,经营活动产生的现金流量净额/短期有息债务,财务,偿债能力,经营活动产生的现金流量净额/短期有息债务,经营活动产生的现金流量净额/短期有息债务从现金流的角度反应了短期偿债能力，比值越大，偿债能力越强,数值,%
37,Leverage14,EBITDA利息保障倍数,低频-公用事业,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
38,Operation12,资产总额周转率,低频-公用事业,资产总额周转率,财务,营运能力,营业收入*2/(期初资产总计+资产总计),资产总额周转率综合反映了企业整体资产的营运能力，该指标越大，说明总资产周转越快，反映出销售能力越强。,数值,%
39,Profitability10,EBITDA/营业收入,低频-公用事业,EBITDA/营业收入,财务,盈利能力,EBITDA/营业收入,EBITDA/营业收入,数值,%
40,Size1,资产总额,低频-公用事业,资产总额,财务,规模水平,资产总计,资产总计,元,亿元
41,Structure19,短期有息债务/有息债务,低频-公用事业,短期有息债务/有息债务,财务,资本结构,短期有息债务/有息债务,短期有息债务/有息债务,数值,%
42,factor_001,股权结构,低频-交通运输,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-企业性质为中央企业、国家级国有企业，2-企业性质为省级地方国有企业，3-企业性质为市级地方国有企业，4-企业性质为其他国有企业、集体企业、民营企业、无实际控制人、其他，5-数据缺失},,
43,factor_002,受限资产占比,低频-交通运输,受限资产占比,经营,营运能力,受限资产合计（亿元）/资产总额（亿元）,受限资产占比越高，企业未来通过抵质押贷款的空间越小。,数值,%
44,factor_077,区域经济发展水平,低频-交通运输,区域经济发展水平,经营,外部环境,所在区域的经济发达程度。,交通运输是支撑国民经济发展的基础性行业，公司所在的区域经济对公司的业务量具有重要影响。区域经济发展程度越高，公司的市场需求就越大。 各档位释义如下：{1-经济发达(包括航空公司-全国性运营；港口-9大干线港港口；铁路-全国性运营；其他-全国性运营；航运-全国性运营；收费路桥-北京、上海、江苏、天津、浙江、福建、广东；机场-一线城市)，2-经济发展水平中上游(包括航空公司-北京、上海、江苏、天津、浙江、福建、广东；港口-北京、上海、江苏、天津、浙江、福建、广东；铁路-东部；其他-东部；航运-东部；收费路桥-山东、海南、河北、中部地区省份；机场-二线城市)，3-经济发展水平中下游(包括航空公司-山东、海南、河北、中部地区省份；港口-山东、海南、河北、中部地区省份；铁路-中部；其他-中部；航运-中部；收费路桥-东北；机场-三线城市)，4-经济欠发达(包括航空公司-东北、西部；港口-东北、西部；铁路-东北、西部；其他-东北、西部；航运-东北、西部；收费路桥-西部；机场-四线城市)，5-数据缺失},,
45,factor_078,经营实力,低频-交通运输,经营实力,经营,竞争实力,公司业务规模、经营效率等在同行业中的档次,公司业务规模、经营效益是公司在同行业中的核心竞争之一。规模越大，经营效率越高，则公司抵抗经营风险的能力越强。 各档位释义如下：{1-行业内领先，2-行业内中上游，3-行业内中游，4-行业内中下游，5-数据缺失},,
46,Leverage14,EBITDA利息保障倍数,低频-交通运输,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
47,Operation14,经营活动产生的现金流量净额/营业收入,低频-交通运输,经营活动产生的现金流量净额/营业收入,财务,营运能力,经营活动产生的现金流量净额/营业收入,表示经营流入占收入比重，比例越大现金流入越多,数值,%
48,Size4,营业收入,低频-交通运输,营业收入,财务,规模水平,营业收入,营业收入,元,亿元
49,Structure1,资产负债率,低频-交通运输,资产负债率,财务,资本结构,负债合计/资产总计,负债合计/资产总额 反应了企业的负债水平，值越大，负债水平越高,数值,%
50,Structure19,短期有息债务/有息债务,低频-交通运输,短期有息债务/有息债务,财务,资本结构,短期有息债务/有息债务,短期有息债务/有息债务,数值,%
51,factor_001,股权结构,低频-房地产,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-企业性质为中央企业、国家级国有企业且实际控制人持股比例大于等于50%，2-企业性质为中央企业、国家级国有企业且实际控制人持股比例小于50%，企业性质为省级及直辖市、计划单列市（深圳、厦门、宁波、青岛、大连）、广州市地方国有企业且实际控制人持股比例大于等于50%，3-企业性质为省级及直辖市、计划单列市（深圳、厦门、宁波、青岛、大连）、广州市地方国有企业且实际控制人持股比例小于50%，市级地方国有企业及省级、直辖市、计划单列市、广州市区级国有企业且实际控制人持股比例大于等于50%或缺失，4-市级地方国有企业及省级、直辖市、计划单列市、广州市区级国有企业且实际控制人持股比例小于50%和其他国有企业，5-企业性质为集体企业、民营企业、无实际控制人、其他},,
52,factor_006,融资成本,低频-房地产,融资成本,财务,融资能力,2*（EBITDA/EBITDA利息保障倍数）/（本期期末有息债务（亿元）+上期期末有息债务（亿元）),企业债务成本越高，一方面企业承担的还息压力越大，企业面临的财务风险越高，另一方面，融资成本越高，反映了市场对企业信用资质的评价越低。 各档位释义如下：{1-[0，5%），2-[5%，6%），3-[6%，7.5%），4-[7.5%，+∞），5-数据缺失},,
53,factor_015,合同销售金额,低频-房地产,合同销售金额,经营,营运能力,当年合同销售金额（亿元）,该项指标能够较为全面地反映受评企业的业务规模和市场份额，衡量了受评企业所开发项目的市场真实需求情况，具有较强的可比性。,元,亿元
54,factor_017,房地产开发企业排名,低频-房地产,房地产开发企业排名,经营,竞争实力,由中国房地产业协会与中国房地产测评中心联合发布的中国房地产500强测评成果内的排名,沪深交易所对房地产发债的发行主体准入条件做了限制，其中一条为中国房地产业协会排名前100名的其他民营非上市房地产企业。各档位释义如下：{1-(-，20]，2-[21，100]，3-[101，200]，4-[201，500]，5-未上榜，6-数据缺失},,
55,factor_020,土地储备规模（万平方米）,低频-房地产,土地储备规模（万平方米）,经营,营运能力,年末合计土地储备规模,土地储备直接反映了受评企业未来的发展潜力和潜在的业务增长空间，在很大程度上决定了受评企业未来的资产和业务规模。各档位释义如下：{1-土地储备面积：(500，+)或土地储备建筑面积：(1000，+)，2-土地储备面积：(200，500]或土地储备建筑面积：(400，1000]，3-土地储备面积：(50，200]或土地储备建筑面积：(100，400]，4-土地储备面积：(-，50]或土地储备建筑面积：(-，100]，5-数据缺失},,
56,factor_026,在建项目区域分布,低频-房地产,在建项目区域分布,经营,营运能力,当年在建项目的地域分布,项目分布区域影响房地产开发的成本以及盈利能力。国内房地产行业将国内区域划分为一、二、三、四线城市，不同城市的拿地成本不同，价格趋势也不尽相同。不同城市经济发展情况不同，相应的，房地产价格走势也不同。相对而言，一二线城市的房地产价格呈上涨态势，三四线城市的房地产价格上升空间不大，所以经营区域也是影响房地产企业竞争力的重要因素。 各档位释义如下：{1-在建项目主要在一线城市，或计算得分[0，1.5]，2-在建项目主要在一、二线城市，或计算得分(1.5，2]，3-在建项目主要在二三线城市，或计算得分(2，2.8]，4-在建项目主要在三四线城市，或计算得分(2.8，4]，或无在建项目，5-数据缺失},,
57,factor_027,主营业务行业相关度,低频-房地产,主营业务行业相关度,经营,营运能力,主营业务涉及行业之间的相关度（考察主营业务中除房地产行业相关的业务是否属于房地产的上下游行业）,考虑企业多元化经营的运营能力。 各档位释义如下：{1-业务延伸至产业链上下游，2-专注于主营业务，3-主营业务相关度较小，4-数据缺失},,
58,factor_190,土地储备区域分布,低频-房地产,土地储备区域分布,经营,营运能力,土地储备规划建筑面积在各线城市分布的占比情况,项目分布区域影响房地产开发的成本以及盈利能力。国内房地产行业将国内区域划分为一、二、三、四线城市，不同城市的拿地成本不同，价格趋势也不尽相同。不同城市经济发展情况不同，相应的，房地产价格走势也不同。相对而言，一二线城市的房地产价格呈上涨态势，三四线城市的房地产价格上升空间不大，所以经营区域也是影响房地产企业竞争力的重要因素。 各档位释义如下：{1-土地储备主要在一线城市或计算得分[0，1.5]，2-土地储备主要在一、二线城市或计算得分(1.5，2]，3-土地储备主要在二三线城市或计算得分(2，3]，4-土地储备主要在三四线城市或计算得分（3，4]，或无土地储备，5-数据缺失},,
59,factor_192,受限资产占比2,低频-房地产,受限资产占比2,经营,营运能力,受限资产合计（亿元）/（所有者权益（亿元）-其他权益工具（亿元））,受限资产占比越高，企业未来通过抵质押贷款的空间越小。 各档位释义如下：{1-[0，0.3)，2-[0.3，0.6)，3-[0.6，1)，4-[1，1.5)，5-[1.5，+∞)或(-∞，0），6-数据缺失},,
60,Leverage14,EBITDA利息保障倍数,低频-房地产,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
61,Leverage4,现金比率,低频-房地产,现金比率,财务,偿债能力,(货币资金+交易性金融资产)/流动负债合计,现金比率反应了企业的流动性，比值越大，流动性越强,数值,%
62,Profitability11,期间费用率,低频-房地产,期间费用率,财务,盈利能力,(减:销售费用+减:管理费用+减:财务费用+减：研发费用)/营业收入,期间费用与营业收入的比值，值越大，盈利能力越弱,数值,%
63,Size2,所有者权益,低频-房地产,所有者权益,财务,规模水平,股东权益合计,所有者权益，值越大，抗风险能力越强,元,亿元
64,Structure13,应收账款/资产总额,低频-房地产,应收账款/资产总额,财务,资本结构,应收账款/资产总计,应收账款/资产总额指标越高说明公司现金流承压较大，所带来坏账风险等风险较高,数值,%
65,Structure19,短期有息债务/有息债务,低频-房地产,短期有息债务/有息债务,财务,资本结构,短期有息债务/有息债务,短期有息债务/有息债务,数值,%
66,factor_001,股权结构,低频-服务业,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-央企，国家级国有企业且控股比例大于或等于50%；，2-国家级国有企业控股比例小于50%；省直辖市级地方国有企业且实际控制人持股比例大于50%，3-省级地方国有企业且实际控制人持股比例小于50%；市级地方国有企业、和其他国有企业，4-企业性质为集体企业、民营企业、无实际控制人、其他情况，5-数据缺失},,
67,factor_002,受限资产占比,低频-服务业,受限资产占比,经营,营运能力,受限资产合计（亿元）/资产总额（亿元）,受限资产占比越高，企业未来通过抵质押贷款的空间越小。,数值,%
68,factor_003,长期信用借款占比,低频-服务业,长期信用借款占比,经营,资本结构,长期信用借款（亿元）/长期借款（亿元）,长期信用借款占比越高说明银行对企业的信用资质的信心越高，企业的信用风险越低。,数值,%
69,factor_010,应收账款集中度,低频-服务业,应收账款集中度,经营,营运能力,应收账款集中度,应收账款占比越大，应收账款前五大占比越大，则更容易受单一客户应收账款的影响，风险更大。 各档位释义如下：{1-[0%，15%)，2-[15%，25%)，3-[25%，50%)，4-[50%，100%]，5-数据缺失},,
70,factor_086,核心竞争力,低频-服务业,核心竞争力,经营,竞争实力,核心竞争力是指能保持企业持续获得超过行业平均利润水平的能力。核心竞争力可以是业务牌照、人力资源、渠道资源、技术等。,企业所拥有的核心竞争力越强，在行业竞争中获得超出行业平均回报的可能性和规模就越大，相应地抗击行业风险的能力也越强。各档位释义如下：{1-核心竞争力极强，2-核心竞争力较强，3-核心竞争力一般，4-数据缺失},,
71,Leverage14,EBITDA利息保障倍数,低频-服务业,EBITDA利息保障倍数,财务,偿债能力,EBITDA/减:财务费用,(EBIT＋折旧＋摊销)/财务费用；利息保障倍数反映企业的获利能力大小，也是衡量企业长期偿债能力大小的重要标志。要维持正常偿债能力，倍数至少应大于1，且比值越高，企业长期偿债能力越强,倍,倍
72,Operation1,营业周期,低频-服务业,营业周期,财务,营运能力,360*(期初存货+存货)/减:营业成本/2+360*(期初应收账款+应收账款)/营业收入/2,360*(期初存货+存货)/减:营业成本/2+360*(期初应收账款+应收账款)/营业收入/2,天,天
73,Profitability10,EBITDA/营业收入,低频-服务业,EBITDA/营业收入,财务,盈利能力,EBITDA/营业收入,EBITDA/营业收入,数值,%
74,Size2,所有者权益,低频-服务业,所有者权益,财务,规模水平,股东权益合计,所有者权益，值越大，抗风险能力越强,元,亿元
75,Structure19,短期有息债务/有息债务,低频-服务业,短期有息债务/有息债务,财务,资本结构,短期有息债务/有息债务,短期有息债务/有息债务,数值,%
76,factor_001,股权结构,低频-工业设备制造,股权结构,经营,外部支持,实际控制人的性质及控股比例,拥有国家或地方政府背景的企业，更容易获得各种优惠政策，同时业务的运营发展也会受益于政府支持，在面临经济的不确定因素时，更容易得到政府救助。且通常持股比例越大，其救助意愿更强。 各档位释义如下：{1-央企，2-国资委控股企业，3-省直辖市及其他地区国资委控股企业，4-集体企业、民营企业、无实际控制人、其他，5-数据缺失},,
77,factor_005,银行授信额度占比,低频-工业设备制造,银行授信额度占比,经营,营运能力,银行授信总额度（亿元）/所有者权益（亿元）,从相对层面考察银行对企业资质的认可程度，银行授信总额/所有者权益越高，银行对其资质的认可度越大，侧面反映企业资质越优秀。 各档位释义如下：{1-[200%，+)，2-[120%，200%），3-[70%，120%），4-(-，70%），5-数据缺失},,
78,factor_006,融资成本,低频-工业设备制造,融资成本,财务,融资能力,2*（EBITDA/EBITDA利息保障倍数）/（本期期末有息债务（亿元）+上期期末有息债务（亿元）),企业债务成本越高，一方面企业承担的还息压力越大，企业面临的财务风险越高，另一方面，融资成本越高，反映了市场对企业信用资质的评价越低。 各档位释义如下：{1-(-，3%），2-[3%，4%），3-[4%，5%），4-[5%，+），5-数据缺失},,
79,factor_012,受限货币资金占比,低频-工业设备制造,受限货币资金占比,经营,营运能力,受限货币资金（亿元）/货币资金（亿元）,受限货币资金占比越高，企业能使用的资金额度越小，企业的付现能力越差。 各档位释义如下：{1-[0，5%），2-[5%，10%），3-[10%，20%)，4-[20%，100%)，5-数据缺失},,
80,factor_067,客户集中度,低频-工业设备制造,客户集中度,经营,营运能力,客户集中度,如果企业客户集中度很高，那么单一客户的流失将会给企业销售造成很大压力。各档位释义如下：{1-[0，15%），2-[15%，30%），3-[30%，50%)，4-[50%，+)，5-数据缺失},,
81,factor_071,市场地位,低频-工业设备制造,市场地位,经营,竞争实力,企业在行业中的市场地位,市场地位越高，企业竞争实力越强，企业抵抗市场风险的能力越强。各档位释义如下：{1-市场地位很高，2-市场地位一般，3-无描述或者市场地位较低，4-数据缺失},,
82,factor_075,技术先进性,低频-工业设备制造,技术先进性,经营,竞争实力,企业生产工艺、技术水平、设备的先进情况,企业的技术水平越高，在行业中获得的产品技术优势、成本优势越大，在行业中越具有竞争力。各档位释义如下：{1-技术水平处于领先地位，2-技术水平较高，3-无描述或者描述技术水平一般，4-数据缺失},,
